,Country,Country code,Job,Currency Notation,Avg. salary,Min. salary,Max. salary,Cities,Variation,Male percent,Female percent,Skills in demand,convert,Avg. salary (USD),Max. salary (USD),Min. salary (USD)
75,INDIA,IN,Design_Architect,₹,361159.0,159000.0,1000000.0,"Hyderabad, Andhra Pradesh",-14%,51.3%,48.5%,"['Adobe InDesign', 'Microsoft Word', 'Graphic Design', 'Microsoft Office', 'Design', 'Autodesk 3ds Max', 'Autodesk AutoCAD', 'Adobe Photoshop', '3D Rendering', 'SketchUp']",0.014,5056.226,14000.0,2226.0
76,INDIA,IN,Design_Architect,₹,361159.0,159000.0,1000000.0,"Chennai, Tamil Nadu",-17%,51.3%,48.5%,"['Adobe InDesign', 'Microsoft Word', 'Graphic Design', 'Microsoft Office', 'Design', 'Autodesk 3ds Max', 'Autodesk AutoCAD', 'Adobe Photoshop', '3D Rendering', 'SketchUp']",0.014,5056.226,14000.0,2226.0
77,INDIA,IN,Environmental_Engineer,₹,446005.0,178000.0,982000.0,"Bangalore, Karnataka",+32%,81%,19%,"['Data Analysis', 'Project Management', 'Environmental Consulting', 'Microsoft Excel', 'Environmental Compliance', 'Engineering Design', 'Microsoft Office', 'Regulatory Compliance']",0.014,6244.07,13748.0,2492.0
78,INDIA,IN,Environmental_Engineer,₹,446005.0,178000.0,982000.0,"Pune, Maharashtra",+30%,81%,19%,"['Data Analysis', 'Project Management', 'Environmental Consulting', 'Microsoft Excel', 'Environmental Compliance', 'Engineering Design', 'Microsoft Office', 'Regulatory Compliance']",0.014,6244.07,13748.0,2492.0
79,INDIA,IN,Environmental_Engineer,₹,446005.0,178000.0,982000.0,"New Delhi, Delhi",+17%,81%,19%,"['Data Analysis', 'Project Management', 'Environmental Consulting', 'Microsoft Excel', 'Environmental Compliance', 'Engineering Design', 'Microsoft Office', 'Regulatory Compliance']",0.014,6244.07,13748.0,2492.0
80,INDIA,IN,Environmental_Engineer,₹,446005.0,178000.0,982000.0,"Mumbai, Maharashtra",+3%,81%,19%,"['Data Analysis', 'Project Management', 'Environmental Consulting', 'Microsoft Excel', 'Environmental Compliance', 'Engineering Design', 'Microsoft Office', 'Regulatory Compliance']",0.014,6244.07,13748.0,2492.0
81,INDIA,IN,Environmental_Engineer,₹,446005.0,178000.0,982000.0,"Ahmedabad, Gujarat",-19%,81%,19%,"['Data Analysis', 'Project Management', 'Environmental Consulting', 'Microsoft Excel', 'Environmental Compliance', 'Engineering Design', 'Microsoft Office', 'Regulatory Compliance']",0.014,6244.07,13748.0,2492.0
82,INDIA,IN,Environmental_Engineer,₹,446005.0,178000.0,982000.0,"Delhi, Delhi",-28%,81%,19%,"['Data Analysis', 'Project Management', 'Environmental Consulting', 'Microsoft Excel', 'Environmental Compliance', 'Engineering Design', 'Microsoft Office', 'Regulatory Compliance']",0.014,6244.07,13748.0,2492.0
83,INDIA,IN,Environmental_Engineer,₹,446005.0,178000.0,982000.0,"Chennai, Tamil Nadu",-40%,81%,19%,"['Data Analysis', 'Project Management', 'Environmental Consulting', 'Microsoft Excel', 'Environmental Compliance', 'Engineering Design', 'Microsoft Office', 'Regulatory Compliance']",0.014,6244.07,13748.0,2492.0
84,INDIA,IN,Professor%2C_Postsecondary_%2F_Higher_Education,₹,1007464.0,242000.0,3000000.0,"New Delhi, Delhi",+143%,63%,37%,"['Research Analysis', 'Clinical Research', 'Curriculum Planning', 'Administration', 'Course Design', 'Writing Procedures & Documentation', 'Oral / Verbal Communication']",0.014,14104.496000000001,42000.0,3388.0
85,INDIA,IN,Professor%2C_Postsecondary_%2F_Higher_Education,₹,1007464.0,242000.0,3000000.0,"Chennai, Tamil Nadu",+67%,63%,37%,"['Research Analysis', 'Clinical Research', 'Curriculum Planning', 'Administration', 'Course Design', 'Writing Procedures & Documentation', 'Oral / Verbal Communication']",0.014,14104.496000000001,42000.0,3388.0
86,INDIA,IN,Professor%2C_Postsecondary_%2F_Higher_Education,₹,1007464.0,242000.0,3000000.0,"Pune, Maharashtra",+39%,63%,37%,"['Research Analysis', 'Clinical Research', 'Curriculum Planning', 'Administration', 'Course Design', 'Writing Procedures & Documentation', 'Oral / Verbal Communication']",0.014,14104.496000000001,42000.0,3388.0
87,INDIA,IN,Professor%2C_Postsecondary_%2F_Higher_Education,₹,1007464.0,242000.0,3000000.0,"Hyderabad, Andhra Pradesh",-1%,63%,37%,"['Research Analysis', 'Clinical Research', 'Curriculum Planning', 'Administration', 'Course Design', 'Writing Procedures & Documentation', 'Oral / Verbal Communication']",0.014,14104.496000000001,42000.0,3388.0
88,INDIA,IN,Professor%2C_Postsecondary_%2F_Higher_Education,₹,1007464.0,242000.0,3000000.0,"Bangalore, Karnataka",-2%,63%,37%,"['Research Analysis', 'Clinical Research', 'Curriculum Planning', 'Administration', 'Course Design', 'Writing Procedures & Documentation', 'Oral / Verbal Communication']",0.014,14104.496000000001,42000.0,3388.0
89,INDIA,IN,Professor%2C_Postsecondary_%2F_Higher_Education,₹,1007464.0,242000.0,3000000.0,"Mumbai, Maharashtra",-40%,63%,37%,"['Research Analysis', 'Clinical Research', 'Curriculum Planning', 'Administration', 'Course Design', 'Writing Procedures & Documentation', 'Oral / Verbal Communication']",0.014,14104.496000000001,42000.0,3388.0
90,INDIA,IN,Professor%2C_Postsecondary_%2F_Higher_Education,₹,1007464.0,242000.0,3000000.0,"Coimbatore, Tamil Nadu",-47%,63%,37%,"['Research Analysis', 'Clinical Research', 'Curriculum Planning', 'Administration', 'Course Design', 'Writing Procedures & Documentation', 'Oral / Verbal Communication']",0.014,14104.496000000001,42000.0,3388.0
91,INDIA,IN,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,₹,818939.0,238000.0,2000000.0,"New Delhi, Delhi",+46%,68.4%,31.6%,"['People Management', 'Public Speaking', 'Curriculum Planning', 'Online Education', 'Course Design', 'Grant Writing', 'Research Analysis', 'Technical Writing', 'Administration']",0.014,11465.146,28000.0,3332.0
92,INDIA,IN,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,₹,818939.0,238000.0,2000000.0,"Chennai, Tamil Nadu",+22%,68.4%,31.6%,"['People Management', 'Public Speaking', 'Curriculum Planning', 'Online Education', 'Course Design', 'Grant Writing', 'Research Analysis', 'Technical Writing', 'Administration']",0.014,11465.146,28000.0,3332.0
93,INDIA,IN,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,₹,818939.0,238000.0,2000000.0,"Pune, Maharashtra",+7%,68.4%,31.6%,"['People Management', 'Public Speaking', 'Curriculum Planning', 'Online Education', 'Course Design', 'Grant Writing', 'Research Analysis', 'Technical Writing', 'Administration']",0.014,11465.146,28000.0,3332.0
94,INDIA,IN,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,₹,818939.0,238000.0,2000000.0,"Mumbai, Maharashtra",-1%,68.4%,31.6%,"['People Management', 'Public Speaking', 'Curriculum Planning', 'Online Education', 'Course Design', 'Grant Writing', 'Research Analysis', 'Technical Writing', 'Administration']",0.014,11465.146,28000.0,3332.0
95,INDIA,IN,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,₹,818939.0,238000.0,2000000.0,"Bangalore, Karnataka",-24%,68.4%,31.6%,"['People Management', 'Public Speaking', 'Curriculum Planning', 'Online Education', 'Course Design', 'Grant Writing', 'Research Analysis', 'Technical Writing', 'Administration']",0.014,11465.146,28000.0,3332.0
96,INDIA,IN,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,₹,818939.0,238000.0,2000000.0,"Coimbatore, Tamil Nadu",-29%,68.4%,31.6%,"['People Management', 'Public Speaking', 'Curriculum Planning', 'Online Education', 'Course Design', 'Grant Writing', 'Research Analysis', 'Technical Writing', 'Administration']",0.014,11465.146,28000.0,3332.0
97,INDIA,IN,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,₹,818939.0,238000.0,2000000.0,"Hyderabad, Andhra Pradesh",-56%,68.4%,31.6%,"['People Management', 'Public Speaking', 'Curriculum Planning', 'Online Education', 'Course Design', 'Grant Writing', 'Research Analysis', 'Technical Writing', 'Administration']",0.014,11465.146,28000.0,3332.0
98,INDIA,IN,General_Manager,₹,2009059.0,510000.0,5000000.0,"Bangalore, Karnataka",+86%,91.3%,8.7%,"['Budget Management', 'Leadership', 'Operations Management', 'People Management', 'Team Leadership', 'Business Development', 'Customer Service', 'Sales Management', 'Project Management']",0.014,28126.826,70000.0,7140.0
99,INDIA,IN,General_Manager,₹,2009059.0,510000.0,5000000.0,"Chennai, Tamil Nadu",+52%,91.3%,8.7%,"['Budget Management', 'Leadership', 'Operations Management', 'People Management', 'Team Leadership', 'Business Development', 'Customer Service', 'Sales Management', 'Project Management']",0.014,28126.826,70000.0,7140.0
100,INDIA,IN,General_Manager,₹,2009059.0,510000.0,5000000.0,"Pune, Maharashtra",+32%,91.3%,8.7%,"['Budget Management', 'Leadership', 'Operations Management', 'People Management', 'Team Leadership', 'Business Development', 'Customer Service', 'Sales Management', 'Project Management']",0.014,28126.826,70000.0,7140.0
101,INDIA,IN,General_Manager,₹,2009059.0,510000.0,5000000.0,"Mumbai, Maharashtra",+24%,91.3%,8.7%,"['Budget Management', 'Leadership', 'Operations Management', 'People Management', 'Team Leadership', 'Business Development', 'Customer Service', 'Sales Management', 'Project Management']",0.014,28126.826,70000.0,7140.0
102,INDIA,IN,General_Manager,₹,2009059.0,510000.0,5000000.0,"New Delhi, Delhi",-0%,91.3%,8.7%,"['Budget Management', 'Leadership', 'Operations Management', 'People Management', 'Team Leadership', 'Business Development', 'Customer Service', 'Sales Management', 'Project Management']",0.014,28126.826,70000.0,7140.0
103,INDIA,IN,General_Manager,₹,2009059.0,510000.0,5000000.0,"Hyderabad, Andhra Pradesh",-10%,91.3%,8.7%,"['Budget Management', 'Leadership', 'Operations Management', 'People Management', 'Team Leadership', 'Business Development', 'Customer Service', 'Sales Management', 'Project Management']",0.014,28126.826,70000.0,7140.0
104,INDIA,IN,General_Manager,₹,2009059.0,510000.0,5000000.0,"Kolkata, West Bengal",-62%,91.3%,8.7%,"['Budget Management', 'Leadership', 'Operations Management', 'People Management', 'Team Leadership', 'Business Development', 'Customer Service', 'Sales Management', 'Project Management']",0.014,28126.826,70000.0,7140.0
105,INDIA,IN,Deputy_General_Manager,₹,2008160.0,593000.0,3000000.0,"New Delhi, Delhi",+16%,88.3%,11.3%,"['Engineering Design', 'People Management', 'Project Management', 'Strategic Planning', 'Financial Analysis', 'Marketing Management', 'Operations Management', 'Accounting', 'Business Development', 'Microsoft Excel']",0.014,28114.24,42000.0,8302.0
106,INDIA,IN,Deputy_General_Manager,₹,2008160.0,593000.0,3000000.0,"Bangalore, Karnataka",+9%,88.3%,11.3%,"['Engineering Design', 'People Management', 'Project Management', 'Strategic Planning', 'Financial Analysis', 'Marketing Management', 'Operations Management', 'Accounting', 'Business Development', 'Microsoft Excel']",0.014,28114.24,42000.0,8302.0
107,INDIA,IN,Deputy_General_Manager,₹,2008160.0,593000.0,3000000.0,"Mumbai, Maharashtra",+7%,88.3%,11.3%,"['Engineering Design', 'People Management', 'Project Management', 'Strategic Planning', 'Financial Analysis', 'Marketing Management', 'Operations Management', 'Accounting', 'Business Development', 'Microsoft Excel']",0.014,28114.24,42000.0,8302.0
108,INDIA,IN,Deputy_General_Manager,₹,2008160.0,593000.0,3000000.0,"Chennai, Tamil Nadu",+6%,88.3%,11.3%,"['Engineering Design', 'People Management', 'Project Management', 'Strategic Planning', 'Financial Analysis', 'Marketing Management', 'Operations Management', 'Accounting', 'Business Development', 'Microsoft Excel']",0.014,28114.24,42000.0,8302.0
109,INDIA,IN,Deputy_General_Manager,₹,2008160.0,593000.0,3000000.0,"Pune, Maharashtra",+5%,88.3%,11.3%,"['Engineering Design', 'People Management', 'Project Management', 'Strategic Planning', 'Financial Analysis', 'Marketing Management', 'Operations Management', 'Accounting', 'Business Development', 'Microsoft Excel']",0.014,28114.24,42000.0,8302.0
110,INDIA,IN,Deputy_General_Manager,₹,2008160.0,593000.0,3000000.0,"Gurgaon, Haryana",+1%,88.3%,11.3%,"['Engineering Design', 'People Management', 'Project Management', 'Strategic Planning', 'Financial Analysis', 'Marketing Management', 'Operations Management', 'Accounting', 'Business Development', 'Microsoft Excel']",0.014,28114.24,42000.0,8302.0
111,INDIA,IN,Deputy_General_Manager,₹,2008160.0,593000.0,3000000.0,"Hyderabad, Andhra Pradesh",-9%,88.3%,11.3%,"['Engineering Design', 'People Management', 'Project Management', 'Strategic Planning', 'Financial Analysis', 'Marketing Management', 'Operations Management', 'Accounting', 'Business Development', 'Microsoft Excel']",0.014,28114.24,42000.0,8302.0
112,INDIA,IN,Network_Engineer,₹,326185.0,159000.0,807000.0,"Bangalore, Karnataka",+23%,92.7%,7.3%,"['Network Security Management', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Telecommunications', 'Network Management / Administration', 'Switching and Routing', 'IP Network', 'TCP/IP', 'Network Support', 'Microsoft Office']",0.014,4566.59,11298.0,2226.0
113,INDIA,IN,Network_Engineer,₹,326185.0,159000.0,807000.0,"Gurgaon, Haryana",+21%,92.7%,7.3%,"['Network Security Management', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Telecommunications', 'Network Management / Administration', 'Switching and Routing', 'IP Network', 'TCP/IP', 'Network Support', 'Microsoft Office']",0.014,4566.59,11298.0,2226.0
114,INDIA,IN,Network_Engineer,₹,326185.0,159000.0,807000.0,"Chennai, Tamil Nadu",+8%,92.7%,7.3%,"['Network Security Management', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Telecommunications', 'Network Management / Administration', 'Switching and Routing', 'IP Network', 'TCP/IP', 'Network Support', 'Microsoft Office']",0.014,4566.59,11298.0,2226.0
115,INDIA,IN,Network_Engineer,₹,326185.0,159000.0,807000.0,"Pune, Maharashtra",+4%,92.7%,7.3%,"['Network Security Management', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Telecommunications', 'Network Management / Administration', 'Switching and Routing', 'IP Network', 'TCP/IP', 'Network Support', 'Microsoft Office']",0.014,4566.59,11298.0,2226.0
116,INDIA,IN,Network_Engineer,₹,326185.0,159000.0,807000.0,"Mumbai, Maharashtra",-4%,92.7%,7.3%,"['Network Security Management', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Telecommunications', 'Network Management / Administration', 'Switching and Routing', 'IP Network', 'TCP/IP', 'Network Support', 'Microsoft Office']",0.014,4566.59,11298.0,2226.0
117,INDIA,IN,Network_Engineer,₹,326185.0,159000.0,807000.0,"Hyderabad, Andhra Pradesh",-9%,92.7%,7.3%,"['Network Security Management', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Telecommunications', 'Network Management / Administration', 'Switching and Routing', 'IP Network', 'TCP/IP', 'Network Support', 'Microsoft Office']",0.014,4566.59,11298.0,2226.0
118,INDIA,IN,Network_Engineer,₹,326185.0,159000.0,807000.0,"New Delhi, Delhi",-11%,92.7%,7.3%,"['Network Security Management', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Telecommunications', 'Network Management / Administration', 'Switching and Routing', 'IP Network', 'TCP/IP', 'Network Support', 'Microsoft Office']",0.014,4566.59,11298.0,2226.0
119,INDIA,IN,Database_Administrator_(DBA),₹,495291.0,241000.0,1000000.0,"Bangalore, Karnataka",+24%,89.1%,10.9%,"['Oracle', 'Database Administration', 'Oracle 11g', 'IBM DB2', 'Linux', 'Microsoft SQL Server', 'MySQL', 'SQL', 'Windows Operating System General Use', 'Microsoft Office']",0.014,6934.0740000000005,14000.0,3374.0
120,INDIA,IN,Database_Administrator_(DBA),₹,495291.0,241000.0,1000000.0,"Hyderabad, Andhra Pradesh",+2%,89.1%,10.9%,"['Oracle', 'Database Administration', 'Oracle 11g', 'IBM DB2', 'Linux', 'Microsoft SQL Server', 'MySQL', 'SQL', 'Windows Operating System General Use', 'Microsoft Office']",0.014,6934.0740000000005,14000.0,3374.0
121,INDIA,IN,Database_Administrator_(DBA),₹,495291.0,241000.0,1000000.0,"Pune, Maharashtra",+2%,89.1%,10.9%,"['Oracle', 'Database Administration', 'Oracle 11g', 'IBM DB2', 'Linux', 'Microsoft SQL Server', 'MySQL', 'SQL', 'Windows Operating System General Use', 'Microsoft Office']",0.014,6934.0740000000005,14000.0,3374.0
122,INDIA,IN,Database_Administrator_(DBA),₹,495291.0,241000.0,1000000.0,"Chennai, Tamil Nadu",-0%,89.1%,10.9%,"['Oracle', 'Database Administration', 'Oracle 11g', 'IBM DB2', 'Linux', 'Microsoft SQL Server', 'MySQL', 'SQL', 'Windows Operating System General Use', 'Microsoft Office']",0.014,6934.0740000000005,14000.0,3374.0
123,INDIA,IN,Database_Administrator_(DBA),₹,495291.0,241000.0,1000000.0,"New Delhi, Delhi",-8%,89.1%,10.9%,"['Oracle', 'Database Administration', 'Oracle 11g', 'IBM DB2', 'Linux', 'Microsoft SQL Server', 'MySQL', 'SQL', 'Windows Operating System General Use', 'Microsoft Office']",0.014,6934.0740000000005,14000.0,3374.0
124,INDIA,IN,Database_Administrator_(DBA),₹,495291.0,241000.0,1000000.0,"Kolkata, West Bengal",-12%,89.1%,10.9%,"['Oracle', 'Database Administration', 'Oracle 11g', 'IBM DB2', 'Linux', 'Microsoft SQL Server', 'MySQL', 'SQL', 'Windows Operating System General Use', 'Microsoft Office']",0.014,6934.0740000000005,14000.0,3374.0
125,INDIA,IN,Database_Administrator_(DBA),₹,495291.0,241000.0,1000000.0,"Mumbai, Maharashtra",-14%,89.1%,10.9%,"['Oracle', 'Database Administration', 'Oracle 11g', 'IBM DB2', 'Linux', 'Microsoft SQL Server', 'MySQL', 'SQL', 'Windows Operating System General Use', 'Microsoft Office']",0.014,6934.0740000000005,14000.0,3374.0
126,INDIA,IN,Data_Engineer,₹,843140.0,361000.0,2000000.0,"Gurgaon, Haryana",+27%,85.9%,13.6%,"['Amazon Web Services (AWS)', 'Apache Spark', 'Big Data Analytics', 'Apache Hadoop', 'SQL', 'ETL (Extract, transform, load)', 'Machine Learning', 'Python', 'Scala', 'Data Analysis']",0.014,11803.960000000001,28000.0,5054.0
127,INDIA,IN,Data_Engineer,₹,843140.0,361000.0,2000000.0,"Chennai, Tamil Nadu",+16%,85.9%,13.6%,"['Amazon Web Services (AWS)', 'Apache Spark', 'Big Data Analytics', 'Apache Hadoop', 'SQL', 'ETL (Extract, transform, load)', 'Machine Learning', 'Python', 'Scala', 'Data Analysis']",0.014,11803.960000000001,28000.0,5054.0
128,INDIA,IN,Data_Engineer,₹,843140.0,361000.0,2000000.0,"New Delhi, Delhi",+14%,85.9%,13.6%,"['Amazon Web Services (AWS)', 'Apache Spark', 'Big Data Analytics', 'Apache Hadoop', 'SQL', 'ETL (Extract, transform, load)', 'Machine Learning', 'Python', 'Scala', 'Data Analysis']",0.014,11803.960000000001,28000.0,5054.0
129,INDIA,IN,Data_Engineer,₹,843140.0,361000.0,2000000.0,"Pune, Maharashtra",+11%,85.9%,13.6%,"['Amazon Web Services (AWS)', 'Apache Spark', 'Big Data Analytics', 'Apache Hadoop', 'SQL', 'ETL (Extract, transform, load)', 'Machine Learning', 'Python', 'Scala', 'Data Analysis']",0.014,11803.960000000001,28000.0,5054.0
130,INDIA,IN,Data_Engineer,₹,843140.0,361000.0,2000000.0,"Bangalore, Karnataka",+8%,85.9%,13.6%,"['Amazon Web Services (AWS)', 'Apache Spark', 'Big Data Analytics', 'Apache Hadoop', 'SQL', 'ETL (Extract, transform, load)', 'Machine Learning', 'Python', 'Scala', 'Data Analysis']",0.014,11803.960000000001,28000.0,5054.0
131,INDIA,IN,Data_Engineer,₹,843140.0,361000.0,2000000.0,"Hyderabad, Andhra Pradesh",+7%,85.9%,13.6%,"['Amazon Web Services (AWS)', 'Apache Spark', 'Big Data Analytics', 'Apache Hadoop', 'SQL', 'ETL (Extract, transform, load)', 'Machine Learning', 'Python', 'Scala', 'Data Analysis']",0.014,11803.960000000001,28000.0,5054.0
132,INDIA,IN,Data_Engineer,₹,843140.0,361000.0,2000000.0,"Mumbai, Maharashtra",-14%,85.9%,13.6%,"['Amazon Web Services (AWS)', 'Apache Spark', 'Big Data Analytics', 'Apache Hadoop', 'SQL', 'ETL (Extract, transform, load)', 'Machine Learning', 'Python', 'Scala', 'Data Analysis']",0.014,11803.960000000001,28000.0,5054.0
133,INDIA,IN,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),₹,396269.0,191000.0,867000.0,"Bangalore, Karnataka",+18%,69.1%,30.8%,"['Test Automation', 'Selenium Automated Test Tool', 'Integration Testing', 'Acceptance Testing', 'Test Planning', 'SQL', 'Software Test', 'Regression Testing', 'Black Box Testing', 'System Testing']",0.014,5547.7660000000005,12138.0,2674.0
